system,n,intercept,intercept_se,intercept_t,intercept_p,slope,slope_se,slope_t,slope_p,r_squared
maus,19,0.0498967184578148,0.06646152603079665,0.7507609505489519,0.4630626490840346,0.0002680019788331968,0.10329335464474138,0.0025945713521933786,0.9979600376665481,3.959881078596794e-07
whisper,19,-0.5238058912800906,0.21320866382071005,-2.4567758265234745,0.025065000874610055,0.7584113632763558,0.3313652189562891,2.28874764124354,0.03516756857442549,0.23555533803981865
