system,measure,mean,median,spread
maus,start_error,0.012585312101910313,0.0030000000000427463,0.04298708444772037
maus,end_error,-0.0018723487261145084,-0.002999999999985903,0.05405005222338113
maus,start_abs_error,0.025784984076432885,0.013815999999962969,0.03661429134315009
maus,end_abs_error,0.026442966560509137,0.013999999999981583,0.04716538715695558
whisper,start_error,0.03967926114649563,0.06799999999999162,0.20839789485768614
whisper,end_error,0.1184381608280251,0.07499999999999396,0.19357300731436064
whisper,start_abs_error,0.12838743312101908,0.0925000000000018,0.1688105898044265
whisper,end_abs_error,0.13393880095541427,0.0800000000000125,0.1831727748823823
