system,n,intercept,intercept_se,intercept_t,intercept_p,slope,slope_se,slope_t,slope_p,r_squared
maus,628,-0.003487681415058173,0.0035941742731974004,-0.9703707026859077,0.3322365189457006,0.05449077965733885,0.01076716728924932,5.0608278104628495,5.49453524900656e-07,0.03930556678956154
whisper,628,0.002114437473471502,0.017695753370703414,0.11948841222957506,0.9049267553872378,0.12735253874597563,0.05301165785769251,2.402349669724497,0.01658034246252371,0.009135084297711371
