system,measure,mean,median,spread
maus,start_error,0.05005784551918583,0.027588284666824947,0.10029108453132636
maus,end_error,0.025684011733944256,-0.007146604972884774,0.11574803659064564
maus,start_abs_error,0.0700895387071483,0.037847376525952825,0.08670546382612053
maus,end_abs_error,0.07180743752978906,0.026359237751570674,0.09301158549448191
whisper,start_error,-0.06783689132291955,0.0032590138914727618,0.36797961022744896
whisper,end_error,-0.05221072510816107,-0.039587589496571596,0.11636809005032468
whisper,start_abs_error,0.17790919883007833,0.10529978747818358,0.32688894978948996
whisper,end_abs_error,0.08836107998282208,0.059875674344990415,0.0904294970087148
